document,domain,source_family,label,shared_variant_index,KL,NLL,delta_NLL_ref,late_KL,p99_KL,top1pct_KL,max_KL,top1_agreement,negative_KL_roundoff_count
TEST_NEW__code__oauthlib__oauthlib__1,code,oauthlib/oauthlib,s2:DW_POOL_R8,3,0.022441548809308733,1.6783679281524222,0.027611256867819765,0.0210261189943144,0.15893360680768887,0.2009448509508902,0.24222903416485614,0.9353535353535354,0
TEST_NEW__code__oauthlib__oauthlib__1,code,oauthlib/oauthlib,ALL_LOW,4,0.03187724088888507,1.6880495558037436,0.03729288451914139,0.02905244426916252,0.18105915286855467,0.2914075206013307,0.4503101952639397,0.9252525252525252,0
TEST_NEW__code__oauthlib__oauthlib__1,code,oauthlib/oauthlib,ALL_HIGH,5,0.0038208283512174315,1.6535752299797468,0.002818558695144739,0.003430260133148958,0.023683358287889377,0.03090003981061131,0.04859835296588185,0.9656565656565657,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s0:DW_OS4x2,0,0.03769457537962,1.1505747959351467,0.048830765889117125,0.03227622728406215,0.3376894065272955,0.5407061138613815,0.6802383445456959,0.9272727272727272,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s1:DW_POOL_R8,0,0.03769457537962,1.1505747959351467,0.048830765889117125,0.03227622728406215,0.3376894065272955,0.5407061138613815,0.6802383445456959,0.9272727272727272,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s2:DW_OS4x2,0,0.03769457537962,1.1505747959351467,0.048830765889117125,0.03227622728406215,0.3376894065272955,0.5407061138613815,0.6802383445456959,0.9272727272727272,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s0:DW_POOL_R8,1,0.04108723049580787,1.1433759750305104,0.041631944984480695,0.03624456113718462,0.36685419633575617,0.7126586582358042,1.098783866305049,0.9313131313131313,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s0:B_OUTDIAG_POOL_R8,2,0.031220441475313245,1.1205966923661717,0.01885266232014184,0.02946027989729069,0.3525975788453519,0.40609073713168387,0.46937606748009486,0.9333333333333333,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s0:B_OUTDIAG_OS4x2,2,0.031220441475313245,1.1205966923661717,0.01885266232014184,0.02946027989729069,0.3525975788453519,0.40609073713168387,0.46937606748009486,0.9333333333333333,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s1:DW_OS4x2,2,0.031220441475313245,1.1205966923661717,0.01885266232014184,0.02946027989729069,0.3525975788453519,0.40609073713168387,0.46937606748009486,0.9333333333333333,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s1:B_OUTDIAG_POOL_R8,2,0.031220441475313245,1.1205966923661717,0.01885266232014184,0.02946027989729069,0.3525975788453519,0.40609073713168387,0.46937606748009486,0.9333333333333333,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s1:B_OUTDIAG_OS4x2,2,0.031220441475313245,1.1205966923661717,0.01885266232014184,0.02946027989729069,0.3525975788453519,0.40609073713168387,0.46937606748009486,0.9333333333333333,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s2:B_OUTDIAG_POOL_R8,2,0.031220441475313245,1.1205966923661717,0.01885266232014184,0.02946027989729069,0.3525975788453519,0.40609073713168387,0.46937606748009486,0.9333333333333333,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s2:B_OUTDIAG_OS4x2,2,0.031220441475313245,1.1205966923661717,0.01885266232014184,0.02946027989729069,0.3525975788453519,0.40609073713168387,0.46937606748009486,0.9333333333333333,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,s2:DW_POOL_R8,3,0.03985939163609391,1.1479838530713629,0.04623982302533329,0.03488558620625409,0.3403635783461171,0.7066305406621105,0.9694713204653833,0.9272727272727272,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,ALL_LOW,4,0.04958789872224488,1.1591601762615906,0.057416146215560855,0.04417338225829216,0.4067988407522013,0.7439483815628234,1.5622861727009654,0.9232323232323232,0
TEST_NEW__code__pallets__flask__0,code,pallets/flask,ALL_HIGH,5,0.00404301778684331,1.1098443180244641,0.008100287978434317,0.003493877572992308,0.03522044806797911,0.04104070436042829,0.046012371300264004,0.9777777777777777,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s0:DW_OS4x2,0,0.031092164193353745,1.1824569174424622,0.04074888543613259,0.02035648851518731,0.3006573800960984,0.5456751099629985,1.1385053632693936,0.9333333333333333,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s1:DW_POOL_R8,0,0.031092164193353745,1.1824569174424622,0.04074888543613259,0.02035648851518731,0.3006573800960984,0.5456751099629985,1.1385053632693936,0.9333333333333333,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s2:DW_OS4x2,0,0.031092164193353745,1.1824569174424622,0.04074888543613259,0.02035648851518731,0.3006573800960984,0.5456751099629985,1.1385053632693936,0.9333333333333333,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s0:DW_POOL_R8,1,0.02969624305906606,1.162693447438824,0.020985415432494346,0.01735054870461074,0.28141261761125863,0.5801585726805237,1.0975866535102268,0.9272727272727272,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s0:B_OUTDIAG_POOL_R8,2,0.02582781381875773,1.170302279483202,0.02859424747687267,0.019825793673847528,0.21238573331263513,0.2757432700188974,0.39237923840725347,0.9292929292929293,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s0:B_OUTDIAG_OS4x2,2,0.02582781381875773,1.170302279483202,0.02859424747687267,0.019825793673847528,0.21238573331263513,0.2757432700188974,0.39237923840725347,0.9292929292929293,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s1:DW_OS4x2,2,0.02582781381875773,1.170302279483202,0.02859424747687267,0.019825793673847528,0.21238573331263513,0.2757432700188974,0.39237923840725347,0.9292929292929293,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s1:B_OUTDIAG_POOL_R8,2,0.02582781381875773,1.170302279483202,0.02859424747687267,0.019825793673847528,0.21238573331263513,0.2757432700188974,0.39237923840725347,0.9292929292929293,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s1:B_OUTDIAG_OS4x2,2,0.02582781381875773,1.170302279483202,0.02859424747687267,0.019825793673847528,0.21238573331263513,0.2757432700188974,0.39237923840725347,0.9292929292929293,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s2:B_OUTDIAG_POOL_R8,2,0.02582781381875773,1.170302279483202,0.02859424747687267,0.019825793673847528,0.21238573331263513,0.2757432700188974,0.39237923840725347,0.9292929292929293,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s2:B_OUTDIAG_OS4x2,2,0.02582781381875773,1.170302279483202,0.02859424747687267,0.019825793673847528,0.21238573331263513,0.2757432700188974,0.39237923840725347,0.9292929292929293,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,s2:DW_POOL_R8,3,0.028501068171897556,1.169343010993007,0.027634978986677293,0.01655718978297395,0.24468244328030075,0.5258931493414455,0.9365813272044309,0.9151515151515152,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,ALL_LOW,4,0.03892371834344854,1.1916426967537548,0.0499346647474252,0.02398308032450939,0.3640874815732488,0.6059835750155581,1.2126284980923043,0.9191919191919192,0
TEST_NEW__code__pallets__flask__1,code,pallets/flask,ALL_HIGH,5,0.004108191593931064,1.14581845597559,0.0041104239692604065,0.0030854622701803787,0.038335813642327105,0.04901847503293115,0.055249177717828155,0.9696969696969697,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s0:DW_OS4x2,0,0.026192048559320332,1.4531508046090467,0.026419598152846693,0.026015778662147472,0.1670984664890227,0.32306622719452915,0.49346841525146495,0.9090909090909091,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s1:DW_POOL_R8,0,0.026192048559320332,1.4531508046090467,0.026419598152846693,0.026015778662147472,0.1670984664890227,0.32306622719452915,0.49346841525146495,0.9090909090909091,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s2:DW_OS4x2,0,0.026192048559320332,1.4531508046090467,0.026419598152846693,0.026015778662147472,0.1670984664890227,0.32306622719452915,0.49346841525146495,0.9090909090909091,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s0:DW_POOL_R8,1,0.026537663113986875,1.4574792856994017,0.03074807924320173,0.025293961233264203,0.2500533304302447,0.3168018946549262,0.4253389899776029,0.907070707070707,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s0:B_OUTDIAG_POOL_R8,2,0.026651669796773587,1.4536534800075662,0.026922273551366227,0.028404504127859775,0.2126249257586192,0.3167430158871143,0.47295726896283147,0.907070707070707,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s0:B_OUTDIAG_OS4x2,2,0.026651669796773587,1.4536534800075662,0.026922273551366227,0.028404504127859775,0.2126249257586192,0.3167430158871143,0.47295726896283147,0.907070707070707,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s1:DW_OS4x2,2,0.026651669796773587,1.4536534800075662,0.026922273551366227,0.028404504127859775,0.2126249257586192,0.3167430158871143,0.47295726896283147,0.907070707070707,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s1:B_OUTDIAG_POOL_R8,2,0.026651669796773587,1.4536534800075662,0.026922273551366227,0.028404504127859775,0.2126249257586192,0.3167430158871143,0.47295726896283147,0.907070707070707,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s1:B_OUTDIAG_OS4x2,2,0.026651669796773587,1.4536534800075662,0.026922273551366227,0.028404504127859775,0.2126249257586192,0.3167430158871143,0.47295726896283147,0.907070707070707,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s2:B_OUTDIAG_POOL_R8,2,0.026651669796773587,1.4536534800075662,0.026922273551366227,0.028404504127859775,0.2126249257586192,0.3167430158871143,0.47295726896283147,0.907070707070707,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s2:B_OUTDIAG_OS4x2,2,0.026651669796773587,1.4536534800075662,0.026922273551366227,0.028404504127859775,0.2126249257586192,0.3167430158871143,0.47295726896283147,0.907070707070707,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,s2:DW_POOL_R8,3,0.025271251388168523,1.4573262773273488,0.030595070871148707,0.02369886583697375,0.25819346858866066,0.29597738134895335,0.31808977061570193,0.9131313131313131,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,ALL_LOW,4,0.04384009340549669,1.4676251864388397,0.04089397998263956,0.046625719611797,0.3281246123279805,0.816502956404257,2.125494638840418,0.896969696969697,0
TEST_NEW__code__paramiko__paramiko__0,code,paramiko/paramiko,ALL_HIGH,5,0.003713709585987127,1.4366448306853268,0.009913624229127069,0.003278624202123696,0.02513632809677515,0.03721636958180736,0.04547661595055572,0.9575757575757575,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s0:DW_OS4x2,0,0.025838787782620817,1.203613031414187,0.03135522395930581,0.03062600283819655,0.22839665194185943,0.5819259127398965,0.9719537832845122,0.9454545454545454,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s1:DW_POOL_R8,0,0.025838787782620817,1.203613031414187,0.03135522395930581,0.03062600283819655,0.22839665194185943,0.5819259127398965,0.9719537832845122,0.9454545454545454,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s2:DW_OS4x2,0,0.025838787782620817,1.203613031414187,0.03135522395930581,0.03062600283819655,0.22839665194185943,0.5819259127398965,0.9719537832845122,0.9454545454545454,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s0:DW_POOL_R8,1,0.03281848608619298,1.2109071012542783,0.03864929379939712,0.03771491676972787,0.5321702019801631,0.725085102167013,1.0036579565333628,0.9494949494949495,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s0:B_OUTDIAG_POOL_R8,2,0.025902991242127867,1.2058513508044426,0.0335935433495615,0.03133570976959163,0.4122349184319729,0.5285226136962382,0.715079958724685,0.9494949494949495,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s0:B_OUTDIAG_OS4x2,2,0.025902991242127867,1.2058513508044426,0.0335935433495615,0.03133570976959163,0.4122349184319729,0.5285226136962382,0.715079958724685,0.9494949494949495,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s1:DW_OS4x2,2,0.025902991242127867,1.2058513508044426,0.0335935433495615,0.03133570976959163,0.4122349184319729,0.5285226136962382,0.715079958724685,0.9494949494949495,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s1:B_OUTDIAG_POOL_R8,2,0.025902991242127867,1.2058513508044426,0.0335935433495615,0.03133570976959163,0.4122349184319729,0.5285226136962382,0.715079958724685,0.9494949494949495,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s1:B_OUTDIAG_OS4x2,2,0.025902991242127867,1.2058513508044426,0.0335935433495615,0.03133570976959163,0.4122349184319729,0.5285226136962382,0.715079958724685,0.9494949494949495,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s2:B_OUTDIAG_POOL_R8,2,0.025902991242127867,1.2058513508044426,0.0335935433495615,0.03133570976959163,0.4122349184319729,0.5285226136962382,0.715079958724685,0.9494949494949495,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s2:B_OUTDIAG_OS4x2,2,0.025902991242127867,1.2058513508044426,0.0335935433495615,0.03133570976959163,0.4122349184319729,0.5285226136962382,0.715079958724685,0.9494949494949495,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,s2:DW_POOL_R8,3,0.03239188332127027,1.211392468374614,0.039134660919732896,0.04046042214958886,0.3928538444912827,0.7822790235727071,1.0152230074740902,0.9555555555555556,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,ALL_LOW,4,0.03898938287368618,1.2085054107546147,0.03624760329973347,0.0485036764143471,0.4404876352195965,0.7936960351646511,1.0810316374271705,0.9232323232323232,0
TEST_NEW__code__paramiko__paramiko__1,code,paramiko/paramiko,ALL_HIGH,5,0.0039571663711599325,1.1797962594953766,0.007538452040495554,0.004288971460342147,0.04297548273620833,0.09539163976868983,0.17890498833783564,0.98989898989899,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s0:DW_OS4x2,0,0.032702030442543446,0.9642298980877297,0.031003867296623924,0.015257882550317363,0.28343535242750545,0.41289539867197533,0.4964215396694113,0.9575757575757575,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s1:DW_POOL_R8,0,0.032702030442543446,0.9642298980877297,0.031003867296623924,0.015257882550317363,0.28343535242750545,0.41289539867197533,0.4964215396694113,0.9575757575757575,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s2:DW_OS4x2,0,0.032702030442543446,0.9642298980877297,0.031003867296623924,0.015257882550317363,0.28343535242750545,0.41289539867197533,0.4964215396694113,0.9575757575757575,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s0:DW_POOL_R8,1,0.033166683557973545,0.9623206694990113,0.02909463870790552,0.014109525133025578,0.3633833106115559,0.4719212771550138,0.6613460528478408,0.9636363636363636,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s0:B_OUTDIAG_POOL_R8,2,0.02862538913544103,0.9664995243407533,0.03327349354964743,0.016418019517858543,0.23749243831046518,0.3012166695192307,0.4037558627649664,0.9454545454545454,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s0:B_OUTDIAG_OS4x2,2,0.02862538913544103,0.9664995243407533,0.03327349354964743,0.016418019517858543,0.23749243831046518,0.3012166695192307,0.4037558627649664,0.9454545454545454,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s1:DW_OS4x2,2,0.02862538913544103,0.9664995243407533,0.03327349354964743,0.016418019517858543,0.23749243831046518,0.3012166695192307,0.4037558627649664,0.9454545454545454,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s1:B_OUTDIAG_POOL_R8,2,0.02862538913544103,0.9664995243407533,0.03327349354964743,0.016418019517858543,0.23749243831046518,0.3012166695192307,0.4037558627649664,0.9454545454545454,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s1:B_OUTDIAG_OS4x2,2,0.02862538913544103,0.9664995243407533,0.03327349354964743,0.016418019517858543,0.23749243831046518,0.3012166695192307,0.4037558627649664,0.9454545454545454,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s2:B_OUTDIAG_POOL_R8,2,0.02862538913544103,0.9664995243407533,0.03327349354964743,0.016418019517858543,0.23749243831046518,0.3012166695192307,0.4037558627649664,0.9454545454545454,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s2:B_OUTDIAG_OS4x2,2,0.02862538913544103,0.9664995243407533,0.03327349354964743,0.016418019517858543,0.23749243831046518,0.3012166695192307,0.4037558627649664,0.9454545454545454,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,s2:DW_POOL_R8,3,0.03269030420109342,0.9628964405796494,0.029670409788543683,0.013172350434696212,0.3436066060030415,0.5120725699366211,0.6444243449210899,0.9636363636363636,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,ALL_LOW,4,0.04272736617989264,0.9708080545906209,0.03758202379951515,0.020036917425406985,0.3464485333054628,0.5730041466770324,0.8297735466905587,0.9535353535353536,0
TEST_NEW__code__pygments__pygments__0,code,pygments/pygments,ALL_HIGH,5,0.004355559116710353,0.9385677624104808,0.005341731619375127,0.002473985764969208,0.037952568200845326,0.09056613224039287,0.1683198720452218,0.9797979797979798,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s0:DW_OS4x2,0,0.03165882605873263,1.0756961117029924,0.05374593920379163,0.027952129453376683,0.3006080996441907,0.4001287378366083,0.5001096072153641,0.9373737373737374,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s1:DW_POOL_R8,0,0.03165882605873263,1.0756961117029924,0.05374593920379163,0.027952129453376683,0.3006080996441907,0.4001287378366083,0.5001096072153641,0.9373737373737374,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s2:DW_OS4x2,0,0.03165882605873263,1.0756961117029924,0.05374593920379163,0.027952129453376683,0.3006080996441907,0.4001287378366083,0.5001096072153641,0.9373737373737374,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s0:DW_POOL_R8,1,0.029698966521240572,1.0751231006257587,0.053172928126557654,0.026050867385046483,0.24001898465493152,0.34939710867190704,0.41776775564121105,0.9515151515151515,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s0:B_OUTDIAG_POOL_R8,2,0.02988224438574852,1.0762551750652696,0.054305002566068634,0.030131720259307472,0.2692772091303426,0.3003831953474244,0.32315844839487723,0.9474747474747475,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s0:B_OUTDIAG_OS4x2,2,0.02988224438574852,1.0762551750652696,0.054305002566068634,0.030131720259307472,0.2692772091303426,0.3003831953474244,0.32315844839487723,0.9474747474747475,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s1:DW_OS4x2,2,0.02988224438574852,1.0762551750652696,0.054305002566068634,0.030131720259307472,0.2692772091303426,0.3003831953474244,0.32315844839487723,0.9474747474747475,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s1:B_OUTDIAG_POOL_R8,2,0.02988224438574852,1.0762551750652696,0.054305002566068634,0.030131720259307472,0.2692772091303426,0.3003831953474244,0.32315844839487723,0.9474747474747475,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s1:B_OUTDIAG_OS4x2,2,0.02988224438574852,1.0762551750652696,0.054305002566068634,0.030131720259307472,0.2692772091303426,0.3003831953474244,0.32315844839487723,0.9474747474747475,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s2:B_OUTDIAG_POOL_R8,2,0.02988224438574852,1.0762551750652696,0.054305002566068634,0.030131720259307472,0.2692772091303426,0.3003831953474244,0.32315844839487723,0.9474747474747475,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s2:B_OUTDIAG_OS4x2,2,0.02988224438574852,1.0762551750652696,0.054305002566068634,0.030131720259307472,0.2692772091303426,0.3003831953474244,0.32315844839487723,0.9474747474747475,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,s2:DW_POOL_R8,3,0.0287954104935607,1.072612131713085,0.05066195921388412,0.02468457574097063,0.23528579809272943,0.3531439861328266,0.5320713180824402,0.9434343434343434,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,ALL_LOW,4,0.04431288467979967,1.0835423800482338,0.061592207549032635,0.04428311544604609,0.4297491111023518,0.8021598917698466,1.7204528846299518,0.9373737373737374,0
TEST_NEW__code__pygments__pygments__1,code,pygments/pygments,ALL_HIGH,5,0.004214840872956576,1.0297979495346232,0.007847777035422474,0.0027452948880268974,0.03632811283656291,0.07114616754296088,0.16010318436587956,0.9737373737373738,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s0:DW_OS4x2,0,0.019246871518570213,1.3598225090472134,0.014177366709796364,0.017906734725487625,0.11996378934008518,0.1599775464673227,0.19095431615868413,0.9555555555555556,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s1:DW_POOL_R8,0,0.019246871518570213,1.3598225090472134,0.014177366709796364,0.017906734725487625,0.11996378934008518,0.1599775464673227,0.19095431615868413,0.9555555555555556,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s2:DW_OS4x2,0,0.019246871518570213,1.3598225090472134,0.014177366709796364,0.017906734725487625,0.11996378934008518,0.1599775464673227,0.19095431615868413,0.9555555555555556,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s0:DW_POOL_R8,1,0.01922099708833165,1.3662175522355726,0.020572409898155612,0.020175880541279858,0.13023597745081475,0.16614360811488155,0.18890146186087342,0.9454545454545454,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s0:B_OUTDIAG_POOL_R8,2,0.01974370721857143,1.3645264092447886,0.018881266907371488,0.019617465718964847,0.13970493422593064,0.17584627568214573,0.25262961700729725,0.9636363636363636,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s0:B_OUTDIAG_OS4x2,2,0.01974370721857143,1.3645264092447886,0.018881266907371488,0.019617465718964847,0.13970493422593064,0.17584627568214573,0.25262961700729725,0.9636363636363636,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s1:DW_OS4x2,2,0.01974370721857143,1.3645264092447886,0.018881266907371488,0.019617465718964847,0.13970493422593064,0.17584627568214573,0.25262961700729725,0.9636363636363636,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s1:B_OUTDIAG_POOL_R8,2,0.01974370721857143,1.3645264092447886,0.018881266907371488,0.019617465718964847,0.13970493422593064,0.17584627568214573,0.25262961700729725,0.9636363636363636,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s1:B_OUTDIAG_OS4x2,2,0.01974370721857143,1.3645264092447886,0.018881266907371488,0.019617465718964847,0.13970493422593064,0.17584627568214573,0.25262961700729725,0.9636363636363636,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s2:B_OUTDIAG_POOL_R8,2,0.01974370721857143,1.3645264092447886,0.018881266907371488,0.019617465718964847,0.13970493422593064,0.17584627568214573,0.25262961700729725,0.9636363636363636,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s2:B_OUTDIAG_OS4x2,2,0.01974370721857143,1.3645264092447886,0.018881266907371488,0.019617465718964847,0.13970493422593064,0.17584627568214573,0.25262961700729725,0.9636363636363636,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,s2:DW_POOL_R8,3,0.018186736554128346,1.3701210205251073,0.02447587818769027,0.018076669195001942,0.12830914424127993,0.1666597857103827,0.19252522789017162,0.9595959595959596,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,ALL_LOW,4,0.027102079604475682,1.3716162684105768,0.025971126073159722,0.02645560247751632,0.1806180142284192,0.22671177582128038,0.26857416468528095,0.9494949494949495,0
TEST_NEW__code__tqdm__tqdm__0,code,tqdm/tqdm,ALL_HIGH,5,0.003085426878738514,1.3444068270950837,-0.0012383152423334515,0.0030543849967231127,0.01697097563460723,0.04245390405171728,0.10390675862960594,0.9858585858585859,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s0:DW_OS4x2,0,0.024906835627124736,1.1808274111449528,0.019990906558578134,0.024524210010034915,0.17567780009194356,0.26974934816787427,0.4323246343527841,0.9393939393939394,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s1:DW_POOL_R8,0,0.024906835627124736,1.1808274111449528,0.019990906558578134,0.024524210010034915,0.17567780009194356,0.26974934816787427,0.4323246343527841,0.9393939393939394,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s2:DW_OS4x2,0,0.024906835627124736,1.1808274111449528,0.019990906558578134,0.024524210010034915,0.17567780009194356,0.26974934816787427,0.4323246343527841,0.9393939393939394,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s0:DW_POOL_R8,1,0.019979662735594934,1.1690583622487554,0.008221857662380726,0.017760134447491926,0.16457592009483785,0.2481079638219456,0.43463369341547275,0.9515151515151515,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s0:B_OUTDIAG_POOL_R8,2,0.022966161579034732,1.1735947153381343,0.012758210751759515,0.02342839251989928,0.181613228789565,0.29456876068648563,0.4650540243422727,0.9474747474747475,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s0:B_OUTDIAG_OS4x2,2,0.022966161579034732,1.1735947153381343,0.012758210751759515,0.02342839251989928,0.181613228789565,0.29456876068648563,0.4650540243422727,0.9474747474747475,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s1:DW_OS4x2,2,0.022966161579034732,1.1735947153381343,0.012758210751759515,0.02342839251989928,0.181613228789565,0.29456876068648563,0.4650540243422727,0.9474747474747475,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s1:B_OUTDIAG_POOL_R8,2,0.022966161579034732,1.1735947153381343,0.012758210751759515,0.02342839251989928,0.181613228789565,0.29456876068648563,0.4650540243422727,0.9474747474747475,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s1:B_OUTDIAG_OS4x2,2,0.022966161579034732,1.1735947153381343,0.012758210751759515,0.02342839251989928,0.181613228789565,0.29456876068648563,0.4650540243422727,0.9474747474747475,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s2:B_OUTDIAG_POOL_R8,2,0.022966161579034732,1.1735947153381343,0.012758210751759515,0.02342839251989928,0.181613228789565,0.29456876068648563,0.4650540243422727,0.9474747474747475,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s2:B_OUTDIAG_OS4x2,2,0.022966161579034732,1.1735947153381343,0.012758210751759515,0.02342839251989928,0.181613228789565,0.29456876068648563,0.4650540243422727,0.9474747474747475,0
TEST_NEW__code__tqdm__tqdm__1,code,tqdm/tqdm,s2:DW_POOL_R8,3,0.020754499328372342,1.169100653818196,0.008264149231821165,0.018389835004012506,0.15593645168209336,0.3134657410910682,0.6949113639185627,0.9454545454545454,0
