document,domain,method,context,planned_KL_tokens,planned_NLL_tokens,KL,NLL,late_KL,KL_sum,NLL_sum,status,reason,late_KL_sum,late_tokens,KL_p99,KL_top_one_percent_mean,KL_max,KL_min,quantized_layers
test_associative_recall_1,associative_recall,STORED_NEAREST,512,496,495,0.000559140857008645,1.2531891883848127,0.0005025114066091777,0.27733386507628793,620.3286482504823,COMPLETE_WINDOW,,0.1286429200919495,256,0.0019953515759819356,0.0025834837305547553,0.00330743735354674,3.236814760886288e-08,"[0, 12, 22]"
test_associative_recall_1,associative_recall,FA_CODE_FACTORIZED,512,496,495,0.0005354791410770374,1.2525324429520368,0.0004968199083336922,0.26559765397421053,620.0035592612583,COMPLETE_WINDOW,,0.1271858965334252,256,0.0020863395800069,0.0022632754067399155,0.002462942854987868,1.829883477269305e-08,"[0, 12, 22]"
test_associative_recall_2,associative_recall,NATIVE,512,496,495,0.0,1.2530365541733126,0.0,0.0,620.2530943157898,COMPLETE_WINDOW,,0.0,256,0.0,0.0,0.0,0.0,[]
test_associative_recall_2,associative_recall,MATCHED_ENERGY,512,496,495,0.0007570759736185555,1.2532448713446427,0.0005367673657139739,0.3755096829148035,620.3562113155981,COMPLETE_WINDOW,,0.13741244562277732,256,0.004876409622081685,0.007083606125418754,0.009055027775178769,7.165454425020369e-08,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_associative_recall_2,associative_recall,RTPA_DIAG,512,496,495,0.0006801318710459757,1.2521996520222176,0.0005630363956840283,0.337345408038804,619.8388277509977,COMPLETE_WINDOW,,0.14413731729511126,256,0.0029864777422778125,0.0038536739116447325,0.004442460169987073,6.397251912179554e-08,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_associative_recall_2,associative_recall,DAMP_PAPER_ADAPTED,512,496,495,0.0008960187302317529,1.252928646456524,0.0006808085873737791,0.4444252901949495,620.1996799959793,COMPLETE_WINDOW,,0.17428699836768746,256,0.006250468445646992,0.009952579557651765,0.018096205802991108,2.1682996924778674e-07,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_associative_recall_2,associative_recall,STORED_NEAREST,512,496,495,0.0005621231119335351,1.2537799293738252,0.00048274239369093796,0.2788130635190334,620.6210650400435,COMPLETE_WINDOW,,0.12358205278488012,256,0.002063280464376922,0.002989583741537229,0.0047282666456869085,1.5309718008497625e-08,"[0, 12, 22]"
test_associative_recall_2,associative_recall,FA_CODE_FACTORIZED,512,496,495,0.0005402963348804408,1.253086726021559,0.00045662520396017313,0.2679869821006986,620.2779293806717,COMPLETE_WINDOW,,0.11689605221380432,256,0.0023202513946569523,0.0029449720047567615,0.004358481588447337,1.1185643473604583e-08,"[0, 12, 22]"
test_associative_recall_3,associative_recall,NATIVE,512,496,495,0.0,1.2484555707822322,0.0,0.0,617.985507537205,COMPLETE_WINDOW,,0.0,256,0.0,0.0,0.0,0.0,[]
test_associative_recall_3,associative_recall,MATCHED_ENERGY,512,496,495,0.000864012747034578,1.2484211812477592,0.0007238425975356881,0.4285503225291507,617.9684847176409,COMPLETE_WINDOW,,0.18530370496913615,256,0.004076661355384917,0.0056306267809857,0.00839656830968813,7.520872855309761e-07,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
