sequence_id,domain,method,window,mean_KL,sum_KL,mean_NLL,delta_NLL_native,max_KL,p95_KL,p99_KL,n_KL,n_NLL,nonfinite
rtpa_v02_natural_language_confirm0,natural_language,B_DIAG8_P_STORE,late,0.001588200485560271,0.8131586486068588,1.1339585352015797,-0.005357425785127212,0.027442864409826205,0.006395700382965605,0.01573464558982523,512,511,0
rtpa_v02_natural_language_confirm0,natural_language,B_JOINT8_P_STORE,primary,0.001578489076030124,1.591116988638365,1.5235393314521046,-0.002326346141795055,0.036077400411784664,0.005420495054029222,0.01343605716372711,1008,1007,0
rtpa_v02_natural_language_confirm0,natural_language,B_JOINT8_P_STORE,early,0.0016460828215707852,0.8164570794991096,1.9199021576069746,-0.004203248185061348,0.036077400411784664,0.0051470331885279975,0.013583149713567057,496,496,0
rtpa_v02_natural_language_confirm0,natural_language,B_JOINT8_P_STORE,late,0.0015130076350376082,0.7746599091392554,1.138811421916262,-0.0005045390704450092,0.03327324679801581,0.005522321724194779,0.01104654183348172,512,511,0
rtpa_v02_natural_language_confirm0,natural_language,B_U8_P_PRE,primary,0.0025417684969337062,2.5621026449091757,1.5211283282914352,-0.0047373493024645,0.04716654723843663,0.009134510634961183,0.02530082252838495,1008,1007,0
rtpa_v02_natural_language_confirm0,natural_language,B_U8_P_PRE,early,0.002232779606754444,1.1074586849502044,1.9203854653271495,-0.00371994046488644,0.04716654723843663,0.006892404092425061,0.013679872267601676,496,496,0
rtpa_v02_natural_language_confirm0,natural_language,B_U8_P_PRE,late,0.0028411014842948663,1.4546439599589716,1.13359106807673,-0.005724892909976909,0.03640269675545423,0.010585907204593568,0.02638377891248333,512,511,0
rtpa_v02_natural_language_confirm0,natural_language,B_DAMP8_P_PRE,primary,0.0019333956143932757,1.9488627793084219,1.5220998911421595,-0.003765786451740194,0.056817262289278775,0.006881323970750997,0.016592183371713465,1008,1007,0
rtpa_v02_natural_language_confirm0,natural_language,B_DAMP8_P_PRE,early,0.0017500775428712664,0.8680384612641483,1.9205065175418445,-0.00359888825019139,0.056817262289278775,0.0053629599394384294,0.013367476436830488,496,496,0
rtpa_v02_natural_language_confirm0,natural_language,B_DAMP8_P_PRE,late,0.0021109849961802214,1.0808243180442736,1.1353881754978472,-0.003927785488859747,0.04491932221050311,0.007857507426627948,0.01925718973522222,512,511,0
rtpa_v02_natural_language_confirm0,natural_language,B_DIAG8_P_PRE,primary,0.00146829692780857,1.4800433032310385,1.5252818979617253,-0.0005837796321743749,0.03190893853994111,0.005588069889828754,0.01021624320863551,1008,1007,0
rtpa_v02_natural_language_confirm0,natural_language,B_DIAG8_P_PRE,early,0.0013585583201581764,0.6738449267984555,1.9210694815743552,-0.00303592421768073,0.017606205066099827,0.004723818908135017,0.009338968612786526,496,496,0
rtpa_v02_natural_language_confirm0,natural_language,B_DIAG8_P_PRE,late,0.0015746062039698888,0.8061983764325831,1.141112345179212,0.0017963841925050517,0.03190893853994111,0.006255768475401195,0.01423330094635774,512,511,0
rtpa_v02_natural_language_confirm0,natural_language,B_JOINT8_P_PRE,primary,0.0015838377029210931,1.596508404544462,1.5249039940209252,-0.0009616835729744366,0.03464963749103554,0.005511810676020423,0.014421767413471644,1008,1007,0
rtpa_v02_natural_language_confirm0,natural_language,B_JOINT8_P_PRE,early,0.0014576824963726527,0.7230105182008357,1.9218602507188594,-0.0022451550731765746,0.03464963749103554,0.004534923875384934,0.009788739216572756,496,496,0
