sequence_id,domain,method,window,n_KL,n_NLL,mean_KL,sum_KL,mean_NLL,delta_NLL_vs_native,max_token_KL,p95_token_KL,p99_token_KL,min_token_KL,nonfinite
rtpa_v02_code_confirm2,code,JOINT_TARGET3,late,512,511,0.0037660545248893586,1.9282199167433518,0.8832257472756294,0.0030582859721107747,0.07592220382061397,0.018529283456069634,0.039965305720972115,1.1053873518008327e-07,0
rtpa_v02_code_confirm3,code,NATIVE_REFERENCE,primary,1008,1007,0.0,0.0,1.6182971219657276,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_code_confirm3,code,NATIVE_REFERENCE,early,496,496,0.0,0.0,1.661986508251706,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_code_confirm3,code,NATIVE_REFERENCE,late,512,511,0.0,0.0,1.5758902029875572,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_code_confirm3,code,Q8_TARGET3,primary,1008,1007,0.010576826619468965,10.661441232424716,1.6243018995204561,0.006004777554728502,0.19451681197933565,0.03554511085491854,0.07921318827061496,3.404239156250168e-07,0
rtpa_v02_code_confirm3,code,Q8_TARGET3,early,496,496,0.007899873488542253,3.9183372503169576,1.6718041317981196,0.009817623546413579,0.10691106387805048,0.02631212636045464,0.056095674005266015,3.404239156250168e-07,0
rtpa_v02_code_confirm3,code,Q8_TARGET3,late,512,511,0.013170124965054215,6.743103982107758,1.5781940576227633,0.002303854635206104,0.19451681197933565,0.044580474256142075,0.09122959020688894,8.0408366365664e-07,0
rtpa_v02_code_confirm3,code,FP16_TARGET3,primary,1008,1007,0.0007360741543665943,0.7419627476015271,1.6195588335568025,0.00126171159107491,0.006755608708471909,0.002119256370426101,0.004847893598966699,6.864297216451057e-09,0
rtpa_v02_code_confirm3,code,FP16_TARGET3,early,496,496,0.0006472926673851391,0.32105716302302906,1.6618684487835476,-0.00011805946815846013,0.006607851245521102,0.0020247294548217483,0.004894489449260471,6.864297216451057e-09,0
rtpa_v02_code_confirm3,code,FP16_TARGET3,late,512,511,0.000822081219879879,0.4209055845784981,1.5784911835519777,0.0026009805644204853,0.006755608708471909,0.002438539885671901,0.004730619550193118,2.2784939869758648e-08,0
rtpa_v02_code_confirm3,code,ENERGY_TARGET3,primary,1008,1007,0.007362053363456758,7.420949790364413,1.6225092511309285,0.004212129165200862,0.09294309973088116,0.0248176587613729,0.04527361990585216,1.7915746721266262e-07,0
rtpa_v02_code_confirm3,code,ENERGY_TARGET3,early,496,496,0.005862717966733924,2.907908111500026,1.6657838895060866,0.0037973812543805607,0.09294309973088116,0.020920528914716525,0.03657662405576819,4.3313724214428267e-07,0
rtpa_v02_code_confirm3,code,ENERGY_TARGET3,late,512,511,0.008814534529032006,4.513041678864387,1.5805049054673697,0.004614702479812438,0.09116210900616618,0.027790097931976232,0.05585028251998247,1.7915746721266262e-07,0
rtpa_v02_code_confirm3,code,DIAG_TARGET3,primary,1008,1007,0.005964318483497621,6.012033031365602,1.6269079713504866,0.008610849384758978,0.15014551074173374,0.020304081851717223,0.04795091348253516,2.0249140943881393e-07,0
rtpa_v02_code_confirm3,code,DIAG_TARGET3,early,496,496,0.004194867715875261,2.080654387074129,1.661358857890386,-0.0006276503613200646,0.06656893374427411,0.01440334282485484,0.036079693894983965,3.386411809202429e-07,0
rtpa_v02_code_confirm3,code,DIAG_TARGET3,late,512,511,0.007678473914631783,3.931378644291473,1.5934683632804472,0.017578160292889944,0.15014551074173374,0.025282215440110733,0.048579919184905104,2.0249140943881393e-07,0
rtpa_v02_code_confirm3,code,JOINT_TARGET3,primary,1008,1007,0.00571534292203481,5.7610656654110874,1.6250248723548284,0.006727750389100784,0.10353277825079385,0.020006224366039677,0.04729546519908383,2.818995318400229e-07,0
rtpa_v02_code_confirm3,code,JOINT_TARGET3,early,496,496,0.004153938427531937,2.0603534600558406,1.6616006626991908,-0.00038584555251519603,0.0663959641456972,0.014329257061722285,0.03900320021191899,2.818995318400229e-07,0
rtpa_v02_code_confirm3,code,JOINT_TARGET3,late,512,511,0.007227953526084467,3.7007122053552473,1.589522735347385,0.013632532359827865,0.10353277825079385,0.02600072141772017,0.054434539633088155,3.559524275047445e-07,0
rtpa_v02_associative_recall_confirm0,associative_recall,NATIVE_REFERENCE,primary,1008,1007,0.0,0.0,0.8654956530554065,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm0,associative_recall,NATIVE_REFERENCE,early,496,496,0.0,0.0,1.0930985179478185,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm0,associative_recall,NATIVE_REFERENCE,late,512,511,0.0,0.0,0.6445738898721652,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm0,associative_recall,Q8_TARGET3,primary,1008,1007,0.0014807992232643194,1.4926456170504343,0.867835659112026,0.002340006056619437,0.0962776519930515,0.00790436420209329,0.020644198189138697,3.644131499936053e-07,0
rtpa_v02_associative_recall_confirm0,associative_recall,Q8_TARGET3,early,496,496,0.0022123278674766964,1.0973146222684413,1.096461828247544,0.003363310299725475,0.0962776519930515,0.010732768486170207,0.029489789214359116,4.931788058686334e-07,0
rtpa_v02_associative_recall_confirm0,associative_recall,Q8_TARGET3,late,512,511,0.0007721308491835798,0.3953309947819929,0.6459206299707011,0.001346740098535859,0.023132250071870433,0.0029651332402115507,0.010960092381663124,3.644131499936053e-07,0
rtpa_v02_associative_recall_confirm0,associative_recall,FP16_TARGET3,primary,1008,1007,0.000347863355721214,0.3506462625669837,0.8647578025305291,-0.0007378505248774037,0.004249017113359215,0.0018669363497881577,0.0021341436570506273,1.7150631057173883e-10,0
rtpa_v02_associative_recall_confirm0,associative_recall,FP16_TARGET3,early,496,496,0.0004066325540683718,0.20168974681791244,1.092230135995393,-0.0008683819524255565,0.004249017113359215,0.0018720544985673419,0.0023369082765789684,1.7150631057173883e-10,0
rtpa_v02_associative_recall_confirm0,associative_recall,FP16_TARGET3,late,512,511,0.00029093069482240486,0.1489565157490713,0.6439627391282349,-0.0006111507439303665,0.0040104094460025365,0.001856273743756821,0.0019522558610030774,3.1610448891667534e-09,0
rtpa_v02_associative_recall_confirm0,associative_recall,ENERGY_TARGET3,primary,1008,1007,0.0013604558514388571,1.371339498250368,0.8689307004427586,0.003435047387352008,0.03710936298947112,0.006930606158641629,0.022646068438619417,2.579432267076773e-07,0
rtpa_v02_associative_recall_confirm0,associative_recall,ENERGY_TARGET3,early,496,496,0.0015536810752648236,0.7706258133313526,1.0943762769077519,0.0012777589599333172,0.03710936298947112,0.008683148941047422,0.019097514331760986,5.049526393531781e-07,0
rtpa_v02_associative_recall_confirm0,associative_recall,ENERGY_TARGET3,late,512,511,0.001173268915857452,0.6007136849190154,0.6501029001949373,0.005529010322772088,0.027500822075278368,0.0028234229505603725,0.023567466448473892,2.579432267076773e-07,0
rtpa_v02_associative_recall_confirm0,associative_recall,DIAG_TARGET3,primary,1008,1007,0.001137556637123436,1.1466570902204232,0.868390611847766,0.002894958792359459,0.025903927670107844,0.0072389480259918565,0.01716631366079165,1.0190924511535846e-06,0
rtpa_v02_associative_recall_confirm0,associative_recall,DIAG_TARGET3,early,496,496,0.0014065522102442894,0.6976498962811675,1.097226142435635,0.004127624487816561,0.025903927670107844,0.007305663826254322,0.019506609934603757,1.024352676327107e-06,0
rtpa_v02_associative_recall_confirm0,associative_recall,DIAG_TARGET3,late,512,511,0.0008769671756626089,0.4490071939392558,0.6462723668935918,0.0016984770214265588,0.020351627618187075,0.0029189842488144425,0.01347537620141129,1.0190924511535846e-06,0
rtpa_v02_associative_recall_confirm0,associative_recall,JOINT_TARGET3,primary,1008,1007,0.0008735436458938688,0.8805319950610198,0.8673511956937834,0.0018555426383768392,0.01826760707497689,0.004790385812158956,0.011921459465100419,1.462587005522196e-07,0
rtpa_v02_associative_recall_confirm0,associative_recall,JOINT_TARGET3,early,496,496,0.0010815371213918235,0.5364424122103445,1.0967148079361766,0.003616289988358057,0.01826760707497689,0.005237369809923323,0.01209095039490452,1.462587005522196e-07,0
rtpa_v02_associative_recall_confirm0,associative_recall,JOINT_TARGET3,late,512,511,0.0006720499665052251,0.3440895828506752,0.644720370503515,0.00014648063134981015,0.014658862181785524,0.0020524406933857407,0.011422862950037777,2.657382932448256e-07,0
rtpa_v02_associative_recall_confirm1,associative_recall,NATIVE_REFERENCE,primary,1008,1007,0.0,0.0,0.8592626470588302,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm1,associative_recall,NATIVE_REFERENCE,early,496,496,0.0,0.0,1.088185332410467,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm1,associative_recall,NATIVE_REFERENCE,late,512,511,0.0,0.0,0.6370598056999026,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm1,associative_recall,Q8_TARGET3,primary,1008,1007,0.0016182664904032414,1.6312126223264671,0.8622216335156615,0.0029589864568313473,0.051698205450383464,0.010198704929642371,0.0203029115381843,1.4908035089251967e-06,0
rtpa_v02_associative_recall_confirm1,associative_recall,Q8_TARGET3,early,496,496,0.002128405636747155,1.0556891958265886,1.093018245086718,0.004832912676250967,0.025001678711557743,0.01218540725381012,0.020433720573282924,1.4908035089251967e-06,0
rtpa_v02_associative_recall_confirm1,associative_recall,Q8_TARGET3,late,512,511,0.0011240691923825753,0.5755234264998785,0.6381998735562798,0.0011400678563772138,0.051698205450383464,0.004346512732076271,0.019113608496534783,1.5914746525058789e-06,0
rtpa_v02_associative_recall_confirm1,associative_recall,FP16_TARGET3,primary,1008,1007,0.00030710927602039834,0.30956615022856154,0.8584956387274412,-0.0007670083313889853,0.004061670987852161,0.00176031643462028,0.0019516576388794202,2.2763944403329693e-10,0
rtpa_v02_associative_recall_confirm1,associative_recall,FP16_TARGET3,early,496,496,0.00035195953358636546,0.17457192865883728,1.0868861062378574,-0.001299226172609691,0.004061670987852161,0.001797197759898125,0.002088189847416254,2.2763944403329693e-10,0
rtpa_v02_associative_recall_confirm1,associative_recall,FP16_TARGET3,late,512,511,0.00026366058900336776,0.1349942215697243,0.6368093923768218,-0.00025041332308084474,0.0038999809619797883,0.0017081340188075584,0.0019430546685195538,4.68661940775637e-10,0
rtpa_v02_associative_recall_confirm1,associative_recall,ENERGY_TARGET3,primary,1008,1007,0.0009375452651575385,0.9450456272787987,0.8598233593882062,0.0005607123293760452,0.04448621419846895,0.004363925493106006,0.008257482456393265,9.180157653996851e-08,0
rtpa_v02_associative_recall_confirm1,associative_recall,ENERGY_TARGET3,early,496,496,0.001224228064568145,0.6072171200258,1.0884104328516992,0.00022510044123214001,0.04448621419846895,0.0052162607610053155,0.009695726627072394,9.180157653996851e-08,0
rtpa_v02_associative_recall_confirm1,associative_recall,ENERGY_TARGET3,late,512,511,0.0006598213032285132,0.33782850725299873,0.63794627829644,0.0008864725965374021,0.03858490723430393,0.0026747960492647604,0.007492078385216018,1.7262910808182632e-07,0
rtpa_v02_associative_recall_confirm1,associative_recall,DIAG_TARGET3,primary,1008,1007,0.0009340463513639479,0.9415187221748595,0.8600038079276308,0.0007411608688006055,0.03931584667978251,0.003930402069186311,0.011813940955030666,2.8333704157413694e-07,0
rtpa_v02_associative_recall_confirm1,associative_recall,DIAG_TARGET3,early,496,496,0.0009645476463719622,0.47841563260049325,1.088447387101466,0.0002620546909988253,0.0362900358846238,0.0040265289246780534,0.007082684679885111,2.8333704157413694e-07,0
rtpa_v02_associative_recall_confirm1,associative_recall,DIAG_TARGET3,late,512,511,0.0009044982218249342,0.4631030895743663,0.638266008964378,0.0012062032644754028,0.03931584667978251,0.0025463179347889613,0.015270360950748893,6.384001004360494e-07,0
rtpa_v02_associative_recall_confirm1,associative_recall,JOINT_TARGET3,primary,1008,1007,0.0006803790143017865,0.6858220464162008,0.8616671135974601,0.0024044665386299124,0.02621854753201361,0.0030483053019398766,0.005689102794437005,6.147579970093599e-08,0
rtpa_v02_associative_recall_confirm1,associative_recall,JOINT_TARGET3,early,496,496,0.0008671182214644409,0.43009063784636276,1.0905181898348995,0.002332857424432344,0.024239522147245573,0.003739488332055868,0.006751337014471619,6.147579970093599e-08,0
rtpa_v02_associative_recall_confirm1,associative_recall,JOINT_TARGET3,late,512,511,0.0004994754073629649,0.255731408569838,0.6395337793239377,0.0024739736240351196,0.02621854753201361,0.002211066506133124,0.004783893518936564,4.198094447309881e-07,0
rtpa_v02_associative_recall_confirm2,associative_recall,NATIVE_REFERENCE,primary,1008,1007,0.0,0.0,0.8522925672938846,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm2,associative_recall,NATIVE_REFERENCE,early,496,496,0.0,0.0,1.1135791114436626,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm2,associative_recall,NATIVE_REFERENCE,late,512,511,0.0,0.0,0.598675882561419,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm2,associative_recall,Q8_TARGET3,primary,1008,1007,0.0016673935011147923,1.6807326491237107,0.8526000966396197,0.0003075293457350803,0.04141113207742107,0.009926523511388684,0.024211336181140183,1.1652657120892995e-06,0
rtpa_v02_associative_recall_confirm2,associative_recall,Q8_TARGET3,early,496,496,0.0025486542596181013,1.2641325127705783,1.112393857633801,-0.001185253809861564,0.04141113207742107,0.01535827025904729,0.03151933875648129,3.648514576124089e-06,0
rtpa_v02_associative_recall_confirm2,associative_recall,Q8_TARGET3,late,512,511,0.0008136721413147118,0.4166001363531324,0.6004323755963437,0.0017564930349246444,0.024192496381926856,0.0037278199107134147,0.010353158723219458,1.1652657120892995e-06,0
rtpa_v02_associative_recall_confirm2,associative_recall,FP16_TARGET3,primary,1008,1007,0.0003219300999701654,0.3245055407699267,0.8531584561886925,0.0008658888948078758,0.0030649058855774895,0.0018523038901009598,0.0020318415672363446,1.0666074662885258e-09,0
rtpa_v02_associative_recall_confirm2,associative_recall,FP16_TARGET3,early,496,496,0.0003538917291448142,0.17553029765582784,1.1141210455333448,0.0005419340896821723,0.0025870736394093957,0.0018348720986314227,0.001978303873490499,6.448525228995206e-09,0
rtpa_v02_associative_recall_confirm2,associative_recall,FP16_TARGET3,late,512,511,0.00029096727170722437,0.14897524311409888,0.5998562168248028,0.0011803342633838199,0.0030649058855774895,0.0018595480272588587,0.002276821935276197,1.0666074662885258e-09,0
rtpa_v02_associative_recall_confirm2,associative_recall,ENERGY_TARGET3,primary,1008,1007,0.001002266694185573,1.0102848277390575,0.8532238031974542,0.0009312359035695827,0.032316304999680544,0.005950340166771304,0.011320813770621775,6.562468343654604e-07,0
rtpa_v02_associative_recall_confirm2,associative_recall,ENERGY_TARGET3,early,496,496,0.0012974222033946838,0.6435214128837631,1.115013254243779,0.0014341428001163337,0.032316304999680544,0.0064174371807775195,0.01156547193037496,6.562468343654604e-07,0
rtpa_v02_associative_recall_confirm2,associative_recall,ENERGY_TARGET3,late,512,511,0.0007163347946392469,0.3667634148552944,0.5991189740018042,0.00044309144038523485,0.012379639592949323,0.003615876461595037,0.01097265904687117,8.72415806510439e-07,0
rtpa_v02_associative_recall_confirm2,associative_recall,DIAG_TARGET3,primary,1008,1007,0.0014131665809653104,1.4244719136130328,0.8546012480399613,0.002308680746076708,0.05245922752757766,0.0063046331830315825,0.024055227112834764,7.387014217495282e-07,0
rtpa_v02_associative_recall_confirm2,associative_recall,DIAG_TARGET3,early,496,496,0.0012896898722579405,0.6396861766399383,1.115265051582805,0.0016859401391424722,0.01716681095705805,0.006666556867538261,0.015023423442215479,1.46287142320886e-06,0
rtpa_v02_associative_recall_confirm2,associative_recall,DIAG_TARGET3,late,512,511,0.001532784642525575,0.7847857369730944,0.6015890238574749,0.00291314129605591,0.05245922752757766,0.0034628503932641196,0.028953221954840447,7.387014217495282e-07,0
rtpa_v02_associative_recall_confirm2,associative_recall,JOINT_TARGET3,primary,1008,1007,0.0008004669964759861,0.8068707324477941,0.8542008021887779,0.0019082348948933348,0.02050000943867618,0.0047315026925244695,0.00948132743593121,1.4218593621710993e-07,0
rtpa_v02_associative_recall_confirm2,associative_recall,JOINT_TARGET3,early,496,496,0.0009856205641080248,0.4888677997975803,1.115122502055657,0.0015433906119943774,0.02050000943867618,0.005285607769746271,0.008657665523359236,1.4861299718188672e-07,0
rtpa_v02_associative_recall_confirm2,associative_recall,JOINT_TARGET3,late,512,511,0.0006210994778324487,0.31800293265021373,0.6009382520244491,0.002262369463030045,0.01576365394581769,0.0022446555201989914,0.009511445463160177,1.4218593621710993e-07,0
rtpa_v02_associative_recall_confirm3,associative_recall,NATIVE_REFERENCE,primary,1008,1007,0.0,0.0,0.8587675908547882,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm3,associative_recall,NATIVE_REFERENCE,early,496,496,0.0,0.0,1.123474976153951,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm3,associative_recall,NATIVE_REFERENCE,late,512,511,0.0,0.0,0.6018304810536436,0.0,0.0,0.0,0.0,0.0,0
rtpa_v02_associative_recall_confirm3,associative_recall,Q8_TARGET3,primary,1008,1007,0.0019269438882868332,1.9423594393931278,0.8627629903991051,0.0039953995443169354,0.08553640940880798,0.010393882812838975,0.030326173072358242,1.989759890282123e-06,0
rtpa_v02_associative_recall_confirm3,associative_recall,Q8_TARGET3,early,496,496,0.0030999497919447453,1.5375750968045938,1.1267236730787047,0.0032486969247536024,0.08553640940880798,0.017137691216448085,0.04134971396023561,1.989759890282123e-06,0
rtpa_v02_associative_recall_confirm3,associative_recall,Q8_TARGET3,late,512,511,0.0007905944191182307,0.40478434258853413,0.6065506643539362,0.0047201833002926685,0.016267163345392764,0.00256033309253803,0.011718464713259468,3.435645721200275e-06,0
rtpa_v02_associative_recall_confirm3,associative_recall,FP16_TARGET3,primary,1008,1007,0.00035598106284158855,0.35882891134432127,0.8599678222278704,0.0012002313730822278,0.003157886451436314,0.0018583517723640315,0.0019525723308889422,2.311830625263795e-09,0
rtpa_v02_associative_recall_confirm3,associative_recall,FP16_TARGET3,early,496,496,0.0003945228688784989,0.19568334296373546,1.1244527603918815,0.0009777842379303792,0.0025754446730168867,0.0018516146965838365,0.001957688141886328,1.686274340538159e-08,0
rtpa_v02_associative_recall_confirm3,associative_recall,FP16_TARGET3,late,512,511,0.00031864368824333165,0.16314556838058578,0.6032466298025287,0.001416148748885182,0.003157886451436314,0.0018585287201364049,0.0019523792776013674,2.311830625263795e-09,0
rtpa_v02_associative_recall_confirm3,associative_recall,ENERGY_TARGET3,primary,1008,1007,0.0011552099997016452,1.1644516796992586,0.8605417148587539,0.0017741240039657047,0.07767886454320477,0.0063507607610821535,0.015531501117426204,2.974022278831074e-07,0
rtpa_v02_associative_recall_confirm3,associative_recall,ENERGY_TARGET3,early,496,496,0.001514154755474748,0.751020758715475,1.1208312007980825,-0.0026437753558685717,0.07767886454320477,0.006824833278566409,0.014271130474958267,1.0087060209340253e-06,0
rtpa_v02_associative_recall_confirm3,associative_recall,ENERGY_TARGET3,late,512,511,0.000807482267546452,0.4134309209837834,0.6078928204832018,0.00606233942955825,0.022668273610687795,0.0022136172782511953,0.015679644001186422,2.974022278831074e-07,0
rtpa_v02_associative_recall_confirm3,associative_recall,DIAG_TARGET3,primary,1008,1007,0.0013701343059709476,1.3810953804187152,0.8619709935338443,0.0032034026790561665,0.0428893783936848,0.00845521162730679,0.020440527306498903,2.8928658103656806e-07,0
rtpa_v02_associative_recall_confirm3,associative_recall,DIAG_TARGET3,early,496,496,0.0016481109558965645,0.817463034124696,1.1256424847110107,0.0021675085570596053,0.0428893783936848,0.009514388007054548,0.01736794179727892,2.8928658103656806e-07,0
rtpa_v02_associative_recall_confirm3,associative_recall,DIAG_TARGET3,late,512,511,0.0011008444263555064,0.5636323462940193,0.6060393700037571,0.00420888895011351,0.033117501450627904,0.0019907156482021114,0.022101443255275605,1.6126936631155402e-06,0
rtpa_v02_associative_recall_confirm3,associative_recall,JOINT_TARGET3,primary,1008,1007,0.0008699197578340866,0.8768791158967594,0.8612488548083361,0.002481263953547974,0.05933879071757858,0.004183318647475914,0.010010526800119185,1.2589685225216488e-07,0
rtpa_v02_associative_recall_confirm3,associative_recall,JOINT_TARGET3,early,496,496,0.0012447585686835593,0.6174002500670456,1.1242914909244173,0.0008165147704661813,0.05933879071757858,0.005180364277167088,0.013565376656922725,4.5319688832942297e-07,0
rtpa_v02_associative_recall_confirm3,associative_recall,JOINT_TARGET3,late,512,511,0.0005067946598236599,0.25947886582971386,0.6059276267974237,0.004097145743780173,0.010933605897715748,0.001955407645175332,0.007052851653911299,1.2589685225216488e-07,0
